1.0, -0.05714285714285713, -0.5142857142857142
2.0, 0.9142857142857143, -1.3714285714285714
3.0, 0.9428571428571428, -1.3428571428571427
4.0, 1.2, -1.5428571428571427
5.0, 1.457142857142857, -1.7428571428571429
6.0, 0.6857142857142857, -1.1428571428571428
7.0, 0.6571428571428571, -1.1714285714285715
8.0, 0.3999999999999999, -0.9714285714285714
9.0, 0.11428571428571431, -0.7999999999999999
10.0, -0.1428571428571428, -0.6
11.0, -0.14285714285714274, -0.6
12.0, -0.37142857142857144, -0.37142857142857144
13.0, -0.37142857142857144, -0.37142857142857144
14.0, -0.4000000000000001, -0.4
15.0, -0.42857142857142855, -0.4285714285714286
16.0, 0.11428571428571431, -0.8
17.0, 1.5714285714285714, -2.085714285714286
18.0, 1.1428571428571428, -1.5999999999999999
19.0, 0.9428571428571428, -1.3428571428571427
20.0, 0.7428571428571429, -1.0857142857142856
